ID	t0-date	t0-hour	t1-date	t1-hour	t1-WIND_DIREC	t1-CH4	t1-NMHC	t1-CO	t1-RH	t1-WIND_SPEED	t1-WD_HR	t1-SO2	t1-THC	t1-NO	t1-WS_HR	t1-AMB_TEMP	t1-PM10	t1-O3	t1-PM2.5	t1-NOx	t1-NO2	t1-RAINFALL	t2-date	t2-hour	t2-WIND_DIREC	t2-CH4	t2-NMHC	t2-CO	t2-RH	t2-WIND_SPEED	t2-WD_HR	t2-SO2	t2-THC	t2-NO	t2-WS_HR	t2-AMB_TEMP	t2-PM10	t2-O3	t2-PM2.5	t2-NOx	t2-NO2	t2-RAINFALL	t3-date	t3-hour	t3-WIND_DIREC	t3-CH4	t3-NMHC	t3-CO	t3-RH	t3-WIND_SPEED	t3-WD_HR	t3-SO2	t3-THC	t3-NO	t3-WS_HR	t3-AMB_TEMP	t3-PM10	t3-O3	t3-PM2.5	t3-NOx	t3-NO2	t3-RAINFALL	t4-date	t4-hour	t4-WIND_DIREC	t4-CH4	t4-NMHC	t4-CO	t4-RH	t4-WIND_SPEED	t4-WD_HR	t4-SO2	t4-THC	t4-NO	t4-WS_HR	t4-AMB_TEMP	t4-PM10	t4-O3	t4-PM2.5	t4-NOx	t4-NO2	t4-RAINFALL	t5-date	t5-hour	t5-WIND_DIREC	t5-CH4	t5-NMHC	t5-CO	t5-RH	t5-WIND_SPEED	t5-WD_HR	t5-SO2	t5-THC	t5-NO	t5-WS_HR	t5-AMB_TEMP	t5-PM10	t5-O3	t5-PM2.5	t5-NOx	t5-NO2	t5-RAINFALL	t6-date	t6-hour	t6-WIND_DIREC	t6-CH4	t6-NMHC	t6-CO	t6-RH	t6-WIND_SPEED	t6-WD_HR	t6-SO2	t6-THC	t6-NO	t6-WS_HR	t6-AMB_TEMP	t6-PM10	t6-O3	t6-PM2.5	t6-NOx	t6-NO2	t6-RAINFALL	t7-date	t7-hour	t7-WIND_DIREC	t7-CH4	t7-NMHC	t7-CO	t7-RH	t7-WIND_SPEED	t7-WD_HR	t7-SO2	t7-THC	t7-NO	t7-WS_HR	t7-AMB_TEMP	t7-PM10	t7-O3	t7-PM2.5	t7-NOx	t7-NO2	t7-RAINFALL	t8-date	t8-hour	t8-WIND_DIREC	t8-CH4	t8-NMHC	t8-CO	t8-RH	t8-WIND_SPEED	t8-WD_HR	t8-SO2	t8-THC	t8-NO	t8-WS_HR	t8-AMB_TEMP	t8-PM10	t8-O3	t8-PM2.5	t8-NOx	t8-NO2	t8-RAINFALL	t9-date	t9-hour	t9-WIND_DIREC	t9-CH4	t9-NMHC	t9-CO	t9-RH	t9-WIND_SPEED	t9-WD_HR	t9-SO2	t9-THC	t9-NO	t9-WS_HR	t9-AMB_TEMP	t9-PM10	t9-O3	t9-PM2.5	t9-NOx	t9-NO2	t9-RAINFALL
551	201429	17	201429	16	60	1.8	0.08	0.39	89	3.9	59	1.5	1.9	5.7	2.5	13	9	23	12	18	12	0	201429	15	312	1.8	0.1	0.4	91	2.6	52	1.4	1.9	3.3	1.2	13	0	19	12	15	12	0	201429	14	73	1.8	0.11	0.39	91	2.4	61	1.6	1.9	6.4	1.9	14	0	17	11	21	15	0	201429	13	58	1.8	0.09	0.4	91	1.9	348	1.7	1.9	3.3	0.8	14	1	19	0	15	12	0	201429	12	34	1.8	0.08	0.38	91	1.4	40	1.6	1.9	5.3	0.5	14	1	18	0	18	12	0	201429	11	312	1.8	0.09	0.39	89	2.6	37	1.9	1.9	3.2	0.9	14	1	19	3	13	9.9	0	201429	10	75	1.8	0.06	0.33	91	2.5	78	1.5	1.8	2.9	2.2	14	0	22	10	10	7.3	1.6	201429	9	75	1.8	0.09	0.36	92	2.1	62	1.7	1.9	5	0.9	13	1	20	10	15	10	3.2	201429	8	327	1.8	0.08	0.4	91	1.5	308	2.1	1.9	2.3	1.2	14	1	18	7	13	11	0.6
552	201429	18	201429	17	62	1.8	0.07	0.39	88	2.8	64	1.4	1.8	1.5	1.5	13	9	27	2	10	8.9	0.6	201429	16	60	1.8	0.08	0.39	89	3.9	59	1.5	1.9	5.7	2.5	13	9	23	12	18	12	0	201429	15	312	1.8	0.1	0.4	91	2.6	52	1.4	1.9	3.3	1.2	13	0	19	12	15	12	0	201429	14	73	1.8	0.11	0.39	91	2.4	61	1.6	1.9	6.4	1.9	14	0	17	11	21	15	0	201429	13	58	1.8	0.09	0.4	91	1.9	348	1.7	1.9	3.3	0.8	14	1	19	0	15	12	0	201429	12	34	1.8	0.08	0.38	91	1.4	40	1.6	1.9	5.3	0.5	14	1	18	0	18	12	0	201429	11	312	1.8	0.09	0.39	89	2.6	37	1.9	1.9	3.2	0.9	14	1	19	3	13	9.9	0	201429	10	75	1.8	0.06	0.33	91	2.5	78	1.5	1.8	2.9	2.2	14	0	22	10	10	7.3	1.6	201429	9	75	1.8	0.09	0.36	92	2.1	62	1.7	1.9	5	0.9	13	1	20	10	15	10	3.2
553	201429	19	201429	18	65	1.8	0.07	0.38	88	1.9	60	1.4	1.8	1.4	1.7	12	9	27	6	9.7	8.3	0.6	201429	17	62	1.8	0.07	0.39	88	2.8	64	1.4	1.8	1.5	1.5	13	9	27	2	10	8.9	0.6	201429	16	60	1.8	0.08	0.39	89	3.9	59	1.5	1.9	5.7	2.5	13	9	23	12	18	12	0	201429	15	312	1.8	0.1	0.4	91	2.6	52	1.4	1.9	3.3	1.2	13	0	19	12	15	12	0	201429	14	73	1.8	0.11	0.39	91	2.4	61	1.6	1.9	6.4	1.9	14	0	17	11	21	15	0	201429	13	58	1.8	0.09	0.4	91	1.9	348	1.7	1.9	3.3	0.8	14	1	19	0	15	12	0	201429	12	34	1.8	0.08	0.38	91	1.4	40	1.6	1.9	5.3	0.5	14	1	18	0	18	12	0	201429	11	312	1.8	0.09	0.39	89	2.6	37	1.9	1.9	3.2	0.9	14	1	19	3	13	9.9	0	201429	10	75	1.8	0.06	0.33	91	2.5	78	1.5	1.8	2.9	2.2	14	0	22	10	10	7.3	1.6
554	201429	20	201429	19	102	1.8	0.06	0.39	89	2.2	62	1.4	1.8	1.5	1.6	12	0	26	6	9.7	8.3	0	201429	18	65	1.8	0.07	0.38	88	1.9	60	1.4	1.8	1.4	1.7	12	9	27	6	9.7	8.3	0.6	201429	17	62	1.8	0.07	0.39	88	2.8	64	1.4	1.8	1.5	1.5	13	9	27	2	10	8.9	0.6	201429	16	60	1.8	0.08	0.39	89	3.9	59	1.5	1.9	5.7	2.5	13	9	23	12	18	12	0	201429	15	312	1.8	0.1	0.4	91	2.6	52	1.4	1.9	3.3	1.2	13	0	19	12	15	12	0	201429	14	73	1.8	0.11	0.39	91	2.4	61	1.6	1.9	6.4	1.9	14	0	17	11	21	15	0	201429	13	58	1.8	0.09	0.4	91	1.9	348	1.7	1.9	3.3	0.8	14	1	19	0	15	12	0	201429	12	34	1.8	0.08	0.38	91	1.4	40	1.6	1.9	5.3	0.5	14	1	18	0	18	12	0	201429	11	312	1.8	0.09	0.39	89	2.6	37	1.9	1.9	3.2	0.9	14	1	19	3	13	9.9	0
555	201429	21	201429	20	79	1.8	0.05	0.36	89	3.3	61	1.4	1.8	1.7	2.5	11	4	31	4	8.3	6.7	2.2	201429	19	102	1.8	0.06	0.39	89	2.2	62	1.4	1.8	1.5	1.6	12	0	26	6	9.7	8.3	0	201429	18	65	1.8	0.07	0.38	88	1.9	60	1.4	1.8	1.4	1.7	12	9	27	6	9.7	8.3	0.6	201429	17	62	1.8	0.07	0.39	88	2.8	64	1.4	1.8	1.5	1.5	13	9	27	2	10	8.9	0.6	201429	16	60	1.8	0.08	0.39	89	3.9	59	1.5	1.9	5.7	2.5	13	9	23	12	18	12	0	201429	15	312	1.8	0.1	0.4	91	2.6	52	1.4	1.9	3.3	1.2	13	0	19	12	15	12	0	201429	14	73	1.8	0.11	0.39	91	2.4	61	1.6	1.9	6.4	1.9	14	0	17	11	21	15	0	201429	13	58	1.8	0.09	0.4	91	1.9	348	1.7	1.9	3.3	0.8	14	1	19	0	15	12	0	201429	12	34	1.8	0.08	0.38	91	1.4	40	1.6	1.9	5.3	0.5	14	1	18	0	18	12	0
556	201429	22	201429	21	71	1.8	0.05	0.35	88	3	60	1.4	1.8	1.5	1.9	11	8	31	0	7.4	5.8	2.2	201429	20	79	1.8	0.05	0.36	89	3.3	61	1.4	1.8	1.7	2.5	11	4	31	4	8.3	6.7	2.2	201429	19	102	1.8	0.06	0.39	89	2.2	62	1.4	1.8	1.5	1.6	12	0	26	6	9.7	8.3	0	201429	18	65	1.8	0.07	0.38	88	1.9	60	1.4	1.8	1.4	1.7	12	9	27	6	9.7	8.3	0.6	201429	17	62	1.8	0.07	0.39	88	2.8	64	1.4	1.8	1.5	1.5	13	9	27	2	10	8.9	0.6	201429	16	60	1.8	0.08	0.39	89	3.9	59	1.5	1.9	5.7	2.5	13	9	23	12	18	12	0	201429	15	312	1.8	0.1	0.4	91	2.6	52	1.4	1.9	3.3	1.2	13	0	19	12	15	12	0	201429	14	73	1.8	0.11	0.39	91	2.4	61	1.6	1.9	6.4	1.9	14	0	17	11	21	15	0	201429	13	58	1.8	0.09	0.4	91	1.9	348	1.7	1.9	3.3	0.8	14	1	19	0	15	12	0
557	201429	23	201429	22	55	1.8	0.05	0.34	88	6	59	1.5	1.8	1.3	3.3	11	8	32	1	6.9	5.6	3	201429	21	71	1.8	0.05	0.35	88	3	60	1.4	1.8	1.5	1.9	11	8	31	0	7.4	5.8	2.2	201429	20	79	1.8	0.05	0.36	89	3.3	61	1.4	1.8	1.7	2.5	11	4	31	4	8.3	6.7	2.2	201429	19	102	1.8	0.06	0.39	89	2.2	62	1.4	1.8	1.5	1.6	12	0	26	6	9.7	8.3	0	201429	18	65	1.8	0.07	0.38	88	1.9	60	1.4	1.8	1.4	1.7	12	9	27	6	9.7	8.3	0.6	201429	17	62	1.8	0.07	0.39	88	2.8	64	1.4	1.8	1.5	1.5	13	9	27	2	10	8.9	0.6	201429	16	60	1.8	0.08	0.39	89	3.9	59	1.5	1.9	5.7	2.5	13	9	23	12	18	12	0	201429	15	312	1.8	0.1	0.4	91	2.6	52	1.4	1.9	3.3	1.2	13	0	19	12	15	12	0	201429	14	73	1.8	0.11	0.39	91	2.4	61	1.6	1.9	6.4	1.9	14	0	17	11	21	15	0
558	2014210	0	201429	23	54	1.8	0.05	0.34	83	2.7	56	1.5	1.8	1.3	4	11	11	33	0	5.4	4.1	0	201429	22	55	1.8	0.05	0.34	88	6	59	1.5	1.8	1.3	3.3	11	8	32	1	6.9	5.6	3	201429	21	71	1.8	0.05	0.35	88	3	60	1.4	1.8	1.5	1.9	11	8	31	0	7.4	5.8	2.2	201429	20	79	1.8	0.05	0.36	89	3.3	61	1.4	1.8	1.7	2.5	11	4	31	4	8.3	6.7	2.2	201429	19	102	1.8	0.06	0.39	89	2.2	62	1.4	1.8	1.5	1.6	12	0	26	6	9.7	8.3	0	201429	18	65	1.8	0.07	0.38	88	1.9	60	1.4	1.8	1.4	1.7	12	9	27	6	9.7	8.3	0.6	201429	17	62	1.8	0.07	0.39	88	2.8	64	1.4	1.8	1.5	1.5	13	9	27	2	10	8.9	0.6	201429	16	60	1.8	0.08	0.39	89	3.9	59	1.5	1.9	5.7	2.5	13	9	23	12	18	12	0	201429	15	312	1.8	0.1	0.4	91	2.6	52	1.4	1.9	3.3	1.2	13	0	19	12	15	12	0
559	2014210	1	2014210	0	97	1.8	0.05	0.37	88	1.6	65	1.5	1.8	1.5	0.9	11	11	33	0	5.5	4	0.8	201429	23	54	1.8	0.05	0.34	83	2.7	56	1.5	1.8	1.3	4	11	11	33	0	5.4	4.1	0	201429	22	55	1.8	0.05	0.34	88	6	59	1.5	1.8	1.3	3.3	11	8	32	1	6.9	5.6	3	201429	21	71	1.8	0.05	0.35	88	3	60	1.4	1.8	1.5	1.9	11	8	31	0	7.4	5.8	2.2	201429	20	79	1.8	0.05	0.36	89	3.3	61	1.4	1.8	1.7	2.5	11	4	31	4	8.3	6.7	2.2	201429	19	102	1.8	0.06	0.39	89	2.2	62	1.4	1.8	1.5	1.6	12	0	26	6	9.7	8.3	0	201429	18	65	1.8	0.07	0.38	88	1.9	60	1.4	1.8	1.4	1.7	12	9	27	6	9.7	8.3	0.6	201429	17	62	1.8	0.07	0.39	88	2.8	64	1.4	1.8	1.5	1.5	13	9	27	2	10	8.9	0.6	201429	16	60	1.8	0.08	0.39	89	3.9	59	1.5	1.9	5.7	2.5	13	9	23	12	18	12	0
560	2014210	2	2014210	1	54	1.8	0.05	0.39	89	3.5	61	0.8	1.8	1.5	1.3	10	12	35	0	5.2	3.7	0	2014210	0	97	1.8	0.05	0.37	88	1.6	65	1.5	1.8	1.5	0.9	11	11	33	0	5.5	4	0.8	201429	23	54	1.8	0.05	0.34	83	2.7	56	1.5	1.8	1.3	4	11	11	33	0	5.4	4.1	0	201429	22	55	1.8	0.05	0.34	88	6	59	1.5	1.8	1.3	3.3	11	8	32	1	6.9	5.6	3	201429	21	71	1.8	0.05	0.35	88	3	60	1.4	1.8	1.5	1.9	11	8	31	0	7.4	5.8	2.2	201429	20	79	1.8	0.05	0.36	89	3.3	61	1.4	1.8	1.7	2.5	11	4	31	4	8.3	6.7	2.2	201429	19	102	1.8	0.06	0.39	89	2.2	62	1.4	1.8	1.5	1.6	12	0	26	6	9.7	8.3	0	201429	18	65	1.8	0.07	0.38	88	1.9	60	1.4	1.8	1.4	1.7	12	9	27	6	9.7	8.3	0.6	201429	17	62	1.8	0.07	0.39	88	2.8	64	1.4	1.8	1.5	1.5	13	9	27	2	10	8.9	0.6
561	2014210	3	2014210	2	57	1.8	0.05	0.41	87	7.1	60	0.8	1.8	1.3	3.6	10	5	37	4	4.6	3.3	1	2014210	1	54	1.8	0.05	0.39	89	3.5	61	0.8	1.8	1.5	1.3	10	12	35	0	5.2	3.7	0	2014210	0	97	1.8	0.05	0.37	88	1.6	65	1.5	1.8	1.5	0.9	11	11	33	0	5.5	4	0.8	201429	23	54	1.8	0.05	0.34	83	2.7	56	1.5	1.8	1.3	4	11	11	33	0	5.4	4.1	0	201429	22	55	1.8	0.05	0.34	88	6	59	1.5	1.8	1.3	3.3	11	8	32	1	6.9	5.6	3	201429	21	71	1.8	0.05	0.35	88	3	60	1.4	1.8	1.5	1.9	11	8	31	0	7.4	5.8	2.2	201429	20	79	1.8	0.05	0.36	89	3.3	61	1.4	1.8	1.7	2.5	11	4	31	4	8.3	6.7	2.2	201429	19	102	1.8	0.06	0.39	89	2.2	62	1.4	1.8	1.5	1.6	12	0	26	6	9.7	8.3	0	201429	18	65	1.8	0.07	0.38	88	1.9	60	1.4	1.8	1.4	1.7	12	9	27	6	9.7	8.3	0.6
562	2014210	4	2014210	3	103	1.8	0.05	0.42	86	3.5	79	0.8	1.8	1.2	1.4	10	0	35	4	4	2.8	0.2	2014210	2	57	1.8	0.05	0.41	87	7.1	60	0.8	1.8	1.3	3.6	10	5	37	4	4.6	3.3	1	2014210	1	54	1.8	0.05	0.39	89	3.5	61	0.8	1.8	1.5	1.3	10	12	35	0	5.2	3.7	0	2014210	0	97	1.8	0.05	0.37	88	1.6	65	1.5	1.8	1.5	0.9	11	11	33	0	5.5	4	0.8	201429	23	54	1.8	0.05	0.34	83	2.7	56	1.5	1.8	1.3	4	11	11	33	0	5.4	4.1	0	201429	22	55	1.8	0.05	0.34	88	6	59	1.5	1.8	1.3	3.3	11	8	32	1	6.9	5.6	3	201429	21	71	1.8	0.05	0.35	88	3	60	1.4	1.8	1.5	1.9	11	8	31	0	7.4	5.8	2.2	201429	20	79	1.8	0.05	0.36	89	3.3	61	1.4	1.8	1.7	2.5	11	4	31	4	8.3	6.7	2.2	201429	19	102	1.8	0.06	0.39	89	2.2	62	1.4	1.8	1.5	1.6	12	0	26	6	9.7	8.3	0
563	2014210	5	2014210	4	95	1.8	0.05	0.36	88	2.5	85	1	1.8	1.1	1.4	9.6	1	33	8	4.2	3	0	2014210	3	103	1.8	0.05	0.42	86	3.5	79	0.8	1.8	1.2	1.4	10	0	35	4	4	2.8	0.2	2014210	2	57	1.8	0.05	0.41	87	7.1	60	0.8	1.8	1.3	3.6	10	5	37	4	4.6	3.3	1	2014210	1	54	1.8	0.05	0.39	89	3.5	61	0.8	1.8	1.5	1.3	10	12	35	0	5.2	3.7	0	2014210	0	97	1.8	0.05	0.37	88	1.6	65	1.5	1.8	1.5	0.9	11	11	33	0	5.5	4	0.8	201429	23	54	1.8	0.05	0.34	83	2.7	56	1.5	1.8	1.3	4	11	11	33	0	5.4	4.1	0	201429	22	55	1.8	0.05	0.34	88	6	59	1.5	1.8	1.3	3.3	11	8	32	1	6.9	5.6	3	201429	21	71	1.8	0.05	0.35	88	3	60	1.4	1.8	1.5	1.9	11	8	31	0	7.4	5.8	2.2	201429	20	79	1.8	0.05	0.36	89	3.3	61	1.4	1.8	1.7	2.5	11	4	31	4	8.3	6.7	2.2
564	2014210	6	2014210	5	60	1.8	0.05	0.35	88	3.9	71	0.9	1.8	1.3	1.9	9.3	1	31	9	4.4	3.1	0	2014210	4	95	1.8	0.05	0.36	88	2.5	85	1	1.8	1.1	1.4	9.6	1	33	8	4.2	3	0	2014210	3	103	1.8	0.05	0.42	86	3.5	79	0.8	1.8	1.2	1.4	10	0	35	4	4	2.8	0.2	2014210	2	57	1.8	0.05	0.41	87	7.1	60	0.8	1.8	1.3	3.6	10	5	37	4	4.6	3.3	1	2014210	1	54	1.8	0.05	0.39	89	3.5	61	0.8	1.8	1.5	1.3	10	12	35	0	5.2	3.7	0	2014210	0	97	1.8	0.05	0.37	88	1.6	65	1.5	1.8	1.5	0.9	11	11	33	0	5.5	4	0.8	201429	23	54	1.8	0.05	0.34	83	2.7	56	1.5	1.8	1.3	4	11	11	33	0	5.4	4.1	0	201429	22	55	1.8	0.05	0.34	88	6	59	1.5	1.8	1.3	3.3	11	8	32	1	6.9	5.6	3	201429	21	71	1.8	0.05	0.35	88	3	60	1.4	1.8	1.5	1.9	11	8	31	0	7.4	5.8	2.2
565	2014210	7	2014210	6	86	1.8	0.04	0.34	84	2.3	58	0.9	1.8	0.9	3.5	9.2	3	33	13	3.7	2.8	0	2014210	5	60	1.8	0.05	0.35	88	3.9	71	0.9	1.8	1.3	1.9	9.3	1	31	9	4.4	3.1	0	2014210	4	95	1.8	0.05	0.36	88	2.5	85	1	1.8	1.1	1.4	9.6	1	33	8	4.2	3	0	2014210	3	103	1.8	0.05	0.42	86	3.5	79	0.8	1.8	1.2	1.4	10	0	35	4	4	2.8	0.2	2014210	2	57	1.8	0.05	0.41	87	7.1	60	0.8	1.8	1.3	3.6	10	5	37	4	4.6	3.3	1	2014210	1	54	1.8	0.05	0.39	89	3.5	61	0.8	1.8	1.5	1.3	10	12	35	0	5.2	3.7	0	2014210	0	97	1.8	0.05	0.37	88	1.6	65	1.5	1.8	1.5	0.9	11	11	33	0	5.5	4	0.8	201429	23	54	1.8	0.05	0.34	83	2.7	56	1.5	1.8	1.3	4	11	11	33	0	5.4	4.1	0	201429	22	55	1.8	0.05	0.34	88	6	59	1.5	1.8	1.3	3.3	11	8	32	1	6.9	5.6	3
566	2014210	8	2014210	7	59	1.8	0.06	0.38	85	3.7	62	1	1.8	1.3	2.8	8.8	2	29	10	7	5.7	0	2014210	6	86	1.8	0.04	0.34	84	2.3	58	0.9	1.8	0.9	3.5	9.2	3	33	13	3.7	2.8	0	2014210	5	60	1.8	0.05	0.35	88	3.9	71	0.9	1.8	1.3	1.9	9.3	1	31	9	4.4	3.1	0	2014210	4	95	1.8	0.05	0.36	88	2.5	85	1	1.8	1.1	1.4	9.6	1	33	8	4.2	3	0	2014210	3	103	1.8	0.05	0.42	86	3.5	79	0.8	1.8	1.2	1.4	10	0	35	4	4	2.8	0.2	2014210	2	57	1.8	0.05	0.41	87	7.1	60	0.8	1.8	1.3	3.6	10	5	37	4	4.6	3.3	1	2014210	1	54	1.8	0.05	0.39	89	3.5	61	0.8	1.8	1.5	1.3	10	12	35	0	5.2	3.7	0	2014210	0	97	1.8	0.05	0.37	88	1.6	65	1.5	1.8	1.5	0.9	11	11	33	0	5.5	4	0.8	201429	23	54	1.8	0.05	0.34	83	2.7	56	1.5	1.8	1.3	4	11	11	33	0	5.4	4.1	0
567	2014210	9	2014210	8	67	1.8	0.06	0.35	83	3.1	55	1	1.8	1.6	3.3	9.1	3	30	4	6	4.4	0	2014210	7	59	1.8	0.06	0.38	85	3.7	62	1	1.8	1.3	2.8	8.8	2	29	10	7	5.7	0	2014210	6	86	1.8	0.04	0.34	84	2.3	58	0.9	1.8	0.9	3.5	9.2	3	33	13	3.7	2.8	0	2014210	5	60	1.8	0.05	0.35	88	3.9	71	0.9	1.8	1.3	1.9	9.3	1	31	9	4.4	3.1	0	2014210	4	95	1.8	0.05	0.36	88	2.5	85	1	1.8	1.1	1.4	9.6	1	33	8	4.2	3	0	2014210	3	103	1.8	0.05	0.42	86	3.5	79	0.8	1.8	1.2	1.4	10	0	35	4	4	2.8	0.2	2014210	2	57	1.8	0.05	0.41	87	7.1	60	0.8	1.8	1.3	3.6	10	5	37	4	4.6	3.3	1	2014210	1	54	1.8	0.05	0.39	89	3.5	61	0.8	1.8	1.5	1.3	10	12	35	0	5.2	3.7	0	2014210	0	97	1.8	0.05	0.37	88	1.6	65	1.5	1.8	1.5	0.9	11	11	33	0	5.5	4	0.8
568	2014210	10	2014210	9	70	1.8	0.12	0.35	84	2.9	72	1.1	1.9	1.9	1.8	8.8	14	26	0	9.4	7.5	0	2014210	8	67	1.8	0.06	0.35	83	3.1	55	1	1.8	1.6	3.3	9.1	3	30	4	6	4.4	0	2014210	7	59	1.8	0.06	0.38	85	3.7	62	1	1.8	1.3	2.8	8.8	2	29	10	7	5.7	0	2014210	6	86	1.8	0.04	0.34	84	2.3	58	0.9	1.8	0.9	3.5	9.2	3	33	13	3.7	2.8	0	2014210	5	60	1.8	0.05	0.35	88	3.9	71	0.9	1.8	1.3	1.9	9.3	1	31	9	4.4	3.1	0	2014210	4	95	1.8	0.05	0.36	88	2.5	85	1	1.8	1.1	1.4	9.6	1	33	8	4.2	3	0	2014210	3	103	1.8	0.05	0.42	86	3.5	79	0.8	1.8	1.2	1.4	10	0	35	4	4	2.8	0.2	2014210	2	57	1.8	0.05	0.41	87	7.1	60	0.8	1.8	1.3	3.6	10	5	37	4	4.6	3.3	1	2014210	1	54	1.8	0.05	0.39	89	3.5	61	0.8	1.8	1.5	1.3	10	12	35	0	5.2	3.7	0
569	2014210	11	2014210	10	66	1.8	0.16	0.33	84	3.1	78	1.2	1.9	2.2	1.7	8.9	14	26	5	11	8.3	0	2014210	9	70	1.8	0.12	0.35	84	2.9	72	1.1	1.9	1.9	1.8	8.8	14	26	0	9.4	7.5	0	2014210	8	67	1.8	0.06	0.35	83	3.1	55	1	1.8	1.6	3.3	9.1	3	30	4	6	4.4	0	2014210	7	59	1.8	0.06	0.38	85	3.7	62	1	1.8	1.3	2.8	8.8	2	29	10	7	5.7	0	2014210	6	86	1.8	0.04	0.34	84	2.3	58	0.9	1.8	0.9	3.5	9.2	3	33	13	3.7	2.8	0	2014210	5	60	1.8	0.05	0.35	88	3.9	71	0.9	1.8	1.3	1.9	9.3	1	31	9	4.4	3.1	0	2014210	4	95	1.8	0.05	0.36	88	2.5	85	1	1.8	1.1	1.4	9.6	1	33	8	4.2	3	0	2014210	3	103	1.8	0.05	0.42	86	3.5	79	0.8	1.8	1.2	1.4	10	0	35	4	4	2.8	0.2	2014210	2	57	1.8	0.05	0.41	87	7.1	60	0.8	1.8	1.3	3.6	10	5	37	4	4.6	3.3	1
570	2014210	12	2014210	11	79	1.8	0.12	0.31	83	3	84	1.3	1.9	2.2	1.4	8.8	14	26	5	11	8.7	0	2014210	10	66	1.8	0.16	0.33	84	3.1	78	1.2	1.9	2.2	1.7	8.9	14	26	5	11	8.3	0	2014210	9	70	1.8	0.12	0.35	84	2.9	72	1.1	1.9	1.9	1.8	8.8	14	26	0	9.4	7.5	0	2014210	8	67	1.8	0.06	0.35	83	3.1	55	1	1.8	1.6	3.3	9.1	3	30	4	6	4.4	0	2014210	7	59	1.8	0.06	0.38	85	3.7	62	1	1.8	1.3	2.8	8.8	2	29	10	7	5.7	0	2014210	6	86	1.8	0.04	0.34	84	2.3	58	0.9	1.8	0.9	3.5	9.2	3	33	13	3.7	2.8	0	2014210	5	60	1.8	0.05	0.35	88	3.9	71	0.9	1.8	1.3	1.9	9.3	1	31	9	4.4	3.1	0	2014210	4	95	1.8	0.05	0.36	88	2.5	85	1	1.8	1.1	1.4	9.6	1	33	8	4.2	3	0	2014210	3	103	1.8	0.05	0.42	86	3.5	79	0.8	1.8	1.2	1.4	10	0	35	4	4	2.8	0.2
571	2014210	13	2014210	12	80	1.8	0.1	0.31	84	2.6	83	1.2	1.9	2.1	1.2	8.5	15	26	5	11	8.5	0	2014210	11	79	1.8	0.12	0.31	83	3	84	1.3	1.9	2.2	1.4	8.8	14	26	5	11	8.7	0	2014210	10	66	1.8	0.16	0.33	84	3.1	78	1.2	1.9	2.2	1.7	8.9	14	26	5	11	8.3	0	2014210	9	70	1.8	0.12	0.35	84	2.9	72	1.1	1.9	1.9	1.8	8.8	14	26	0	9.4	7.5	0	2014210	8	67	1.8	0.06	0.35	83	3.1	55	1	1.8	1.6	3.3	9.1	3	30	4	6	4.4	0	2014210	7	59	1.8	0.06	0.38	85	3.7	62	1	1.8	1.3	2.8	8.8	2	29	10	7	5.7	0	2014210	6	86	1.8	0.04	0.34	84	2.3	58	0.9	1.8	0.9	3.5	9.2	3	33	13	3.7	2.8	0	2014210	5	60	1.8	0.05	0.35	88	3.9	71	0.9	1.8	1.3	1.9	9.3	1	31	9	4.4	3.1	0	2014210	4	95	1.8	0.05	0.36	88	2.5	85	1	1.8	1.1	1.4	9.6	1	33	8	4.2	3	0
572	2014210	14	2014210	13	66	1.8	0.1	0.29	84	2.8	77	1.3	1.9	2.1	1.4	8.1	15	25	4	11	8.5	0	2014210	12	80	1.8	0.1	0.31	84	2.6	83	1.2	1.9	2.1	1.2	8.5	15	26	5	11	8.5	0	2014210	11	79	1.8	0.12	0.31	83	3	84	1.3	1.9	2.2	1.4	8.8	14	26	5	11	8.7	0	2014210	10	66	1.8	0.16	0.33	84	3.1	78	1.2	1.9	2.2	1.7	8.9	14	26	5	11	8.3	0	2014210	9	70	1.8	0.12	0.35	84	2.9	72	1.1	1.9	1.9	1.8	8.8	14	26	0	9.4	7.5	0	2014210	8	67	1.8	0.06	0.35	83	3.1	55	1	1.8	1.6	3.3	9.1	3	30	4	6	4.4	0	2014210	7	59	1.8	0.06	0.38	85	3.7	62	1	1.8	1.3	2.8	8.8	2	29	10	7	5.7	0	2014210	6	86	1.8	0.04	0.34	84	2.3	58	0.9	1.8	0.9	3.5	9.2	3	33	13	3.7	2.8	0	2014210	5	60	1.8	0.05	0.35	88	3.9	71	0.9	1.8	1.3	1.9	9.3	1	31	9	4.4	3.1	0
