ID	t0-PM2.5
2995	6
2996	9
2997	9
2998	11
2999	9
3000	6
3001	13
3002	23
3003	31
3004	20
3005	23
3006	21
3007	22
3008	18
3009	19
3010	22
3011	12
3012	11
3013	10
3014	8
3015	4
3016	5
3017	5
3018	6
3019	4
3020	4
3021	10
3022	9
3023	11
3024	4
3025	4
3026	12
3027	20
3028	25
3029	14
3030	13
3031	13
3032	11
3033	15
3034	17
3035	16
3036	19
3037	12
3038	16
3039	15
3040	16
3041	8
3042	9
3043	7
3044	6
3045	7
3046	5
3047	10
3048	15
3049	24
3050	38
3051	32
3052	39
3053	27
3054	29
3055	23
3056	18
3057	25
3058	15
3059	23
3060	19
3061	26
3062	23
3063	23
3064	22
3065	30
3066	35
3067	29
3068	34
3069	22
3070	29
3071	20
3072	19
3073	21
3074	14
3075	18
3076	7
3077	14
3078	10
3079	19
3080	16
3081	17
3082	13
3083	13
3084	11
3085	15
3086	9
3087	10
3088	2
3089	10
3090	7
3091	7
3092	1
3093	2
3094	2
3095	7
3096	9
3097	10
3098	10
3099	7
3100	8
3101	4
3102	9
3103	10
3104	11
3105	16
3106	13
3107	16
3108	9
3109	9
3110	7
3111	4
3112	4
3113	2
3114	2
3115	4
3116	1
3117	3
3118	2
3119	8
3120	15
3121	22
3122	20
3123	20
3124	20
3125	16
3126	14
3127	7
3128	15
3129	18
3130	25
3131	24
3132	24
3133	19
3134	13
3135	18
3136	23
3137	25
3138	16
3139	9
3140	11
3141	11
3142	15
3143	19
3144	28
3145	33
3146	40
3147	48
3148	57
3149	50
3150	35
3151	28
3152	19
3153	19
3154	11
3155	18
3156	18
3157	27
3158	22
3159	42
3160	37
3161	38
3162	39
3163	31
3164	30
3165	17
3166	25
3167	23
3168	29
3169	30
3170	22
3171	17
3172	8
3173	12
3174	7
3175	11
3176	17
3177	18
3178	20
3179	10
3180	9
3181	9
3182	16
3183	16
3184	18
3185	20
3186	27
3187	27
3188	21
3189	25
3190	21
3191	22
3192	23
3193	21
3194	19
3195	15
3196	19
3197	17
3198	19
3199	16
3200	20
3201	14
3202	8
3203	6
3204	4
3205	6
3206	7
3207	12
3208	18
3209	21
3210	22
3211	19
3212	24
3213	28
3214	24
3215	24
3216	17
3217	27
3218	20
3219	25
3220	23
3221	25
3222	24
3223	28
3224	25
3225	22
3226	20
3227	25
3228	31
3229	30
3230	24
3231	19
3232	18
3233	13
3234	8
3235	6
3236	11
3237	11
3238	9
3239	15
3240	17
3241	22
3242	18
3243	28
3244	18
3245	11
3246	9
3247	9
3248	9
3249	0
3250	6
3251	7
3252	8
3253	3
3254	2
3255	1
3256	8
3257	11
3258	19
3259	13
3260	13
3261	6
3262	7
3263	16
3264	23
3265	21
3266	17
3267	18
3268	22
3269	25
3270	25
3271	27
3272	23
3273	15
3274	17
3275	16
3276	25
3277	22
3278	24
3279	27
3280	27
3281	35
3282	26
3283	26
3284	26
3285	32
3286	37
3287	32
3288	36
3289	26
3290	31
3291	25
3292	36
3293	33
3294	31
3295	24
3296	17
3297	21
3298	26
3299	24
3300	22
3301	16
3302	26
3303	30
3304	28
3305	24
3306	15
3307	18
3308	13
3309	11
3310	14
3311	11
3312	20
3313	19
3314	17
3315	7
3316	6
3317	13
3318	16
3319	9
3320	3
3321	4
3322	4
3323	7
3324	7
3325	9
3326	13
3327	11
3328	21
3329	21
3330	21
3331	23
3332	20
3333	19
3334	29
3335	33
3336	30
3337	32
3338	18
3339	25
3340	11
3341	14
3342	1
3343	8
3344	12
3345	13
3346	13
3347	9
3348	11
3349	6
3350	8
3351	6
3352	12
3353	14
3354	19
3355	12
3356	18
3357	23
3358	29
3359	16
3360	11
3361	5
3362	4
3363	2
3364	2
3365	2
3366	0
3367	7
3368	7
3369	8
3370	0
3371	7
3372	13
3373	14
3374	11
3375	4
3376	7
3377	6
3378	7
3379	6
3380	3
3381	4
3382	2
3383	4
3384	4
3385	11
3386	8
3387	15
3388	7
3389	13
3390	6
3391	6
3392	4
3393	4
3394	4
3395	10
3396	9
3397	18
3398	10
3399	13
3400	11
3401	10
3402	16
3403	15
3404	23
3405	17
3406	15
3407	14
3408	15
3409	11
3410	20
3411	16
3412	25
3413	15
3414	16
3415	8
3416	10
3417	20
3418	18
3419	14
3420	3
3421	9
3422	16
3423	24
3424	29
3425	22
3426	19
3427	15
3428	18
3429	15
3430	25
3431	23
3432	29
3433	25
3434	21
3435	14
3436	6
3437	6
3438	7
3439	5
3440	14
3441	13
3442	24
3443	22
3444	21
3445	18
3446	18
3447	28
3448	26
3449	31
3450	30
3451	34
3452	36
3453	35
3454	38
3455	45
3456	56
3457	56
3458	43
3459	35
3460	26
3461	21
3462	7
3463	17
3464	20
3465	20
3466	18
3467	16
3468	16
3469	16
3470	14
3471	22
3472	23
3473	23
3474	21
3475	17
3476	32
3477	43
3478	40
3479	48
3480	42
3481	49
3482	37
3483	41
3484	39
3485	37
3486	31
3487	29
3488	24
3489	21
3490	15
3491	18
3492	12
3493	15
3494	20
3495	26
3496	31
3497	34
3498	40
3499	39
3500	43
3501	45
3502	58
3503	47
3504	54
3505	44
3506	56
3507	53
3508	58
3509	43
3510	55
3511	59
3512	54
3513	60
3514	53
3515	59
3516	46
3517	44
3518	29
3519	27
3520	26
3521	27
3522	35
3523	35
3524	41
3525	29
3526	37
3527	28
3528	36
3529	34
3530	37
3531	31
3532	33
3533	33
3534	38
3535	31
3536	23
3537	16
3538	10
3539	13
3540	15
3541	13
3542	13
3543	5
3544	7
3545	5
3546	16
3547	20
3548	25
3549	17
3550	15
3551	8
3552	11
3553	10
3554	17
3555	16
3556	12
3557	6
3558	10
3559	19
3560	19
3561	34
3562	38
3563	37
3564	31
3565	26
3566	25
3567	18
3568	13
3569	16
3570	19
3571	23
3572	14
3573	9
3574	7
3575	11
3576	8
3577	7
3578	8
3579	17
3580	19
3581	13
3582	6
3583	7
3584	16
3585	23
3586	24
3587	23
3588	23
3589	17
3590	12
3591	9
3592	10
3593	11
3594	12
3595	21
3596	16
3597	12
3598	8
3599	14
3600	14
3601	20
3602	24
3603	34
3604	31
3605	25
3606	20
3607	29
3608	42
3609	38
3610	37
3611	40
3612	50
3613	51
3614	41
3615	28
3616	21
3617	20
3618	21
3619	21
3620	20
3621	22
3622	18
3623	22
3624	18
3625	15
3626	5
3627	11
3628	19
3629	26
3630	23
3631	22
3632	20
3633	18
3634	20
3635	19
3636	26
3637	23
3638	28
3639	26
3640	29
3641	24
3642	23
3643	17
3644	18
3645	15
3646	19
3647	13
3648	11
3649	9
3650	9
3651	9
3652	6
3653	24
3654	37
3655	38
3656	32
3657	35
3658	37
3659	38
3660	27
3661	21
3662	18
3663	15
3664	22
3665	25
3666	29
3667	24
3668	24
3669	32
3670	41
3671	50
3672	46
3673	45
3674	36
3675	35
3676	36
3677	33
3678	29
3679	34
3680	32
3681	44
3682	64
3683	94
3684	88
3685	70
3686	71
3687	81
3688	83
3689	63
3690	53
3691	38
3692	29
3693	24
3694	24
3695	19
3696	15
3697	6
3698	1
3699	0
3700	1
3701	1
3702	5
3703	7
3704	9
3705	9
3706	5
3707	8
3708	4
3709	11
3710	6
3711	6
3712	0
3713	5
3714	6
3715	10
3716	4
3717	3
3718	0
3719	0
3720	0
3721	0
3722	0
3723	0
3724	0
3725	4
3726	12
3727	12
3728	18
3729	18
3730	21
3731	32
3732	33
3733	21
3734	13
3735	1
3736	4
3737	5
3738	14
3739	18
3740	19
3741	11
3742	6
3743	14
3744	12
3745	12
3746	0
3747	2
3748	7
3749	12
3750	23
3751	36
3752	44
3753	47
3754	44
3755	39
3756	32
3757	17
3758	19
3759	27
3760	41
3761	45
3762	41
3763	40
3764	28
3765	21
3766	16
3767	26
3768	18
3769	11
3770	6
3771	7
3772	12
3773	4
3774	6
3775	1
3776	1
3777	0
3778	6
3779	18
3780	30
3781	30
3782	18
3783	11
3784	10
3785	21
3786	17
3787	18
3788	14
3789	14
3790	11
3791	14
3792	14
3793	10
3794	4
3795	9
3796	14
3797	10
3798	17
3799	11
3800	17
3801	8
3802	14
3803	16
3804	26
3805	33
3806	33
3807	37
3808	26
3809	21
3810	18
3811	24
3812	20
3813	9
3814	6
3815	6
3816	5
3817	0
3818	4
3819	7
3820	9
3821	12
3822	14
3823	19
3824	13
3825	11
3826	9
3827	6
3828	3
3829	3
3830	13
3831	19
3832	15
3833	4
3834	7
3835	12
3836	13
3837	9
3838	4
3839	6
3840	1
3841	1
3842	0
3843	0
3844	0
3845	4
3846	6
3847	6
3848	0
3849	2
3850	14
3851	34
3852	54
3853	69
3854	66
3855	59
3856	36
3857	33
3858	18
3859	11
3860	0
3861	0
3862	3
3863	4
3864	4
3865	4
3866	1
3867	18
3868	30
3869	33
3870	15
3871	10
3872	10
3873	16
3874	20
3875	21
3876	14
3877	6
3878	0
3879	10
3880	15
3881	24
3882	15
3883	14
3884	14
3885	21
3886	21
3887	21
3888	22
3889	16
3890	12
3891	4
3892	13
3893	13
3894	17
3895	7
3896	5
3897	4
3898	20
3899	19
3900	20
3901	5
3902	12
3903	15
3904	22
3905	14
3906	6
3907	4
3908	13
3909	20
3910	31
3911	32
3912	37
3913	28
3914	32
3915	38
3916	36
3917	35
3918	27
3919	24
3920	21
3921	26
3922	34
3923	29
3924	21
3925	21
3926	21
3927	0
3928	0
3929	0
3930	0
3931	0
3932	0
3933	0
3934	0
3935	0
3936	0
3937	0
3938	0
3939	10
3940	18
3941	18
3942	18
3943	18
3944	18
3945	18
3946	18
3947	18
3948	20
3949	20
3950	20
3951	20
3952	20
3953	21
3954	29
3955	29
3956	27
3957	21
3958	13
3959	4
3960	7
3961	12
3962	13
3963	11
3964	18
3965	28
3966	33
3967	37
3968	30
3969	19
3970	7
3971	7
3972	7
3973	2
3974	0
3975	0
3976	1
3977	5
3978	9
3979	8
3980	2
3981	1
3982	4
3983	7
3984	10
3985	16
3986	15
3987	16
3988	22
3989	25
3990	27
3991	18
3992	19
3993	12
3994	10
3995	6
3996	8
3997	6
3998	19
3999	21
4000	20
4001	4
4002	0
4003	0
4004	0
4005	3
4006	14
4007	19
4008	29
4009	29
4010	34
4011	35
4012	36
4013	40
4014	31
4015	35
4016	37
4017	35
4018	34
4019	26
4020	27
4021	15
4022	11
4023	11
4024	14
4025	15
4026	15
4027	17
4028	23
4029	24
4030	22
4031	13
4032	0
4033	0
4034	7
4035	12
4036	15
4037	25
4038	37
4039	36
4040	34
4041	22
4042	13
4043	4
4044	4
4045	11
4046	22
4047	23
4048	16
4049	9
4050	4
4051	6
4052	3
4053	13
4054	22
4055	26
4056	18
4057	22
4058	33
4059	40
4060	40
4061	32
4062	30
4063	30
4064	34
4065	37
4066	37
4067	26
4068	18
4069	19
4070	38
4071	52
4072	53
4073	39
4074	17
4075	9
4076	6
4077	12
4078	16
4079	15
4080	16
4081	20
4082	30
4083	24
4084	32
4085	33
4086	40
4087	24
4088	15
4089	7
4090	16
4091	19
4092	23
4093	11
4094	6
4095	1
4096	1
4097	1
4098	0
4099	0
4100	1
4101	1
4102	5
4103	4
4104	4
4105	4
4106	7
4107	13
4108	17
4109	17
4110	11
4111	20
4112	29
4113	33
4114	19
4115	6
4116	6
4117	14
4118	12
4119	12
4120	2
4121	4
4122	1
4123	1
4124	3
4125	4
4126	4
4127	0
4128	1
4129	12
4130	26
4131	39
4132	46
4133	48
4134	51
4135	43
4136	34
4137	33
4138	36
4139	28
4140	24
4141	16
4142	27
4143	21
4144	22
4145	27
4146	29
4147	37
4148	23
4149	17
4150	14
4151	19
4152	25
4153	23
4154	23
4155	19
4156	21
4157	29
4158	38
4159	37
4160	33
4161	21
4162	24
4163	21
4164	26
4165	19
4166	17
4167	19
4168	32
4169	26
4170	21
4171	6
4172	17
4173	14
4174	21
4175	14
4176	32
4177	31
4178	47
4179	55
4180	66
4181	70
4182	66
4183	66
4184	70
4185	70
4186	59
4187	53
4188	49
4189	57
4190	53
4191	65
4192	64
4193	68
4194	52
4195	42
4196	31
4197	27
4198	35
4199	42
4200	41
4201	29
4202	21
4203	17
4204	24
4205	23
4206	18
4207	23
4208	21
4209	27
4210	14
4211	10
